Usuario,Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,Maior_N_Retweets,Maior_N_Likes,Seguidores,Amigos,Verificado,RN,LN,MACRO,Personalidade
criptobastardo,921,5014,3,161,505,24204,3139,False,307.0,1671.3333333333333,,
RevistaFactum,861,1386,1,861,1386,77295,871,True,861.0,1386.0,,
romangressier,228,393,1,228,393,1179,993,True,228.0,393.0,,
jessethechef,542,3493,1,542,3493,44729,6962,False,542.0,3493.0,,
robindaygo,634,724,3,250,274,3386,1420,False,211.33333333333334,241.33333333333334,,
ShibInform,31762,45092,7,7078,9214,455193,23,False,4537.428571428572,6441.714285714285,NF,INFP
andahazi,590,1924,1,590,1924,133819,2292,False,590.0,1924.0,,
StowawayArt,225,1547,1,225,1547,744,950,False,225.0,1547.0,,
LizClaman,187,1104,1,187,1104,116361,1832,True,187.0,1104.0,,
samcallah,579,2067,2,243,909,8669,1097,False,289.5,1033.5,,
CarlosDada,521,1538,1,521,1538,56830,2236,False,521.0,1538.0,,
TheDustyBC,2276,2935,1,2276,2935,67979,1212,True,2276.0,2935.0,,
SleepySharkBC,7374,2811,3,3904,1587,5556,2843,False,2458.0,937.0,,
JasonLes_,424,3255,1,424,3255,14491,634,False,424.0,3255.0,,
DelCrxpto,4608,12340,4,774,2335,78457,301,False,1152.0,3085.0,,
BrianRoemmele,3745,16680,3,523,1560,122073,23068,False,1248.3333333333333,5560.0,,
rockstar_stocks,533,2162,1,533,2162,48773,14,False,533.0,2162.0,,
TrystineAnn,382,8224,1,382,8224,5735,788,False,382.0,8224.0,,
JustinBennettFX,726,4277,2,478,2531,99933,121,False,363.0,2138.5,,
ChristinaPushaw,174,1814,1,174,1814,125453,8906,True,174.0,1814.0,,
borsaressami,3011,2760,2,2037,1776,141449,82,False,1505.5,1380.0,,
ftchina,1115,3210,1,1115,3210,1086902,25,True,1115.0,3210.0,,
Ugarles,622,9914,1,622,9914,25041,1022,False,622.0,9914.0,,
shibainuart,4974,14278,7,598,1637,300843,258,False,710.5714285714286,2039.7142857142858,SP,ESFP
galaxy_sidus,965,1777,2,488,520,332435,66,False,482.5,888.5,,
RobMcNealy,675,271,1,675,271,360658,3089,False,675.0,271.0,,
NUcontest888,1395,285,1,1395,285,100624,762,False,1395.0,285.0,,
CGasparino,1569,5777,3,565,1914,147492,4157,True,523.0,1925.6666666666667,,
AlexBemutated,260,2172,1,260,2172,37603,1388,False,260.0,2172.0,,
ShibainuCoin,4312,12622,3,1072,3184,759049,10,False,1437.3333333333333,4207.333333333333,,
MesutOzil1088,1044,9827,1,1044,9827,26172658,172,True,1044.0,9827.0,,
ShibaAustralia,407,1006,1,407,1006,114143,2107,False,407.0,1006.0,,
MajesticDrama,402,1284,1,402,1284,97690,978,True,402.0,1284.0,,
SerkanArikan06,6659,6499,6,1056,1283,158170,19,False,1109.8333333333333,1083.1666666666667,NF,INFP
traderjoe_xyz,457,2129,1,457,2129,144223,149,False,457.0,2129.0,,
idealistkripto,2056,3138,2,1217,1894,201527,190,False,1028.0,1569.0,,
Jackmor98705125,454,617,1,454,617,4379,4,False,454.0,617.0,,
FEGtoken,4535,12602,8,364,1055,422056,123,True,566.875,1575.25,NF,INFP
bcheungz,333,3496,1,333,3496,14413,989,True,333.0,3496.0,,
marenaltman,915,5509,1,915,5509,185875,665,True,915.0,5509.0,,
Kahinbey0,2682,3047,2,1232,1662,21217,3,False,1341.0,1523.5,,
barkleycapital,301,1045,1,301,1045,2739,236,False,301.0,1045.0,,
Baris_Sma,373,643,1,373,643,3177,875,False,373.0,643.0,,
swapleonicorn,1980,1395,1,1980,1395,250845,455,False,1980.0,1395.0,,
TelcoinCom,1008,2657,1,1008,2657,30799,188,False,1008.0,2657.0,,
crypto_caesar1,430,560,1,430,560,51195,1209,False,430.0,560.0,,
WatcherGuru,22651,104273,30,245,1975,800142,20,True,755.0333333333333,3475.766666666667,NF,INFP
Crypto_Wiza,898,302,1,898,302,601,19,False,898.0,302.0,,
TomerStrolight,157,733,1,157,733,15914,2715,False,157.0,733.0,,
Nordes__,502,1749,1,502,1749,12060,93,False,502.0,1749.0,,
PorfirioChica,474,2437,2,186,746,12783,724,False,237.0,1218.5,,
BitcoinTina,210,1043,1,210,1043,71918,2942,False,210.0,1043.0,,
Ash00793,317,4894,1,317,4894,7330,956,False,317.0,4894.0,,
1bilginzvar,572,5118,1,572,5118,225545,89,False,572.0,5118.0,,
shibainuevang,3280,9815,4,1477,4017,17657,1569,False,820.0,2453.75,,
NathanCRoth,454,2568,1,454,2568,101179,2321,True,454.0,2568.0,,
radioyskl,241,355,1,241,355,227006,1368,False,241.0,355.0,,
VailshireCap,185,564,1,185,564,41217,3318,False,185.0,564.0,,
NanoINDC,1162,1424,1,1162,1424,7542,50,False,1162.0,1424.0,,
kingppinn,178,162,1,178,162,794,773,False,178.0,162.0,,
Benzinga,903,3129,2,387,1110,236926,1929,True,451.5,1564.5,,
ultimahsv,450,1659,2,228,810,332250,1390,True,225.0,829.5,,
ofnumbers,195,1154,1,195,1154,30638,581,True,195.0,1154.0,,
yaaaaaaa0120,336,344,1,336,344,7191,1475,False,336.0,344.0,,
projectquantum_,625,719,1,625,719,27623,315,False,625.0,719.0,,
bronzefozzz,331,1001,1,331,1001,663,910,False,331.0,1001.0,,
kevil_wu,1127,1070,2,460,486,5114,404,False,563.5,535.0,,
RealCoinGeek,120,147,1,120,147,21990,313,True,120.0,147.0,,
DamianCatanzaro,1479,10396,3,201,2558,60457,408,False,493.0,3465.3333333333335,,
dunyadanfinans,2203,48255,2,839,32359,295130,40,False,1101.5,24127.5,,
wireframepit,1332,495,1,1332,495,13086,56,False,1332.0,495.0,,
kandemirrmehmet,1316,1580,1,1316,1580,10036,404,False,1316.0,1580.0,,
GyroCommunity,1167,1207,1,1167,1207,286500,607,False,1167.0,1207.0,,
SenVarsannn,453,942,1,453,942,3495,3447,False,453.0,942.0,,
katiewav,231,1664,1,231,1664,13343,918,False,231.0,1664.0,,
1_pageknowledge,282,1151,1,282,1151,7803,240,False,282.0,1151.0,,
josenavarrosv,304,2612,1,304,2612,24409,407,True,304.0,2612.0,,
Xposed,2452,2493,1,2452,2493,103971,2426,True,2452.0,2493.0,,
deepfuckinghodl,913,4260,2,744,3170,3966,2333,False,456.5,2130.0,,
MineLikeAnApe,345,481,3,118,153,2110,215,False,115.0,160.33333333333334,,
entreprenoober,225,2166,1,225,2166,908,795,False,225.0,2166.0,,
silvioaquinog,378,1916,1,378,1916,50521,249,False,378.0,1916.0,,
Noalospoliticos,593,3369,1,593,3369,60387,1777,True,593.0,3369.0,,
jonnylitecoin,157,843,1,157,843,19467,3936,False,157.0,843.0,,
IncomeSharks,635,5287,2,266,1859,281373,741,False,317.5,2643.5,,
raphschoen,1381,11508,6,231,1172,9603,893,True,230.16666666666666,1918.0,SJ,ISFJ
SunnyLeone,431,11116,1,431,11116,6315976,318,True,431.0,11116.0,,
Bleufiofficial,914,503,1,914,503,12605,80,False,914.0,503.0,,
NotABigJerk,132,1951,1,132,1951,65894,1508,False,132.0,1951.0,,
NYDIG_BTC,1330,5917,3,161,867,57253,188,True,443.3333333333333,1972.3333333333333,,
Shibtrend,780,2291,1,780,2291,1958,39,False,780.0,2291.0,,
NTmoney,255,2021,1,255,2021,42946,520,True,255.0,2021.0,,
MartiWed,498,2443,1,498,2443,1664,859,False,498.0,2443.0,,
BitplazaMobile,305,685,1,305,685,11056,6202,False,305.0,685.0,,
davepell,151,1394,1,151,1394,59110,1065,True,151.0,1394.0,,
bendavenport,413,3444,2,189,1886,24947,4372,False,206.5,1722.0,,
BrittanyBitz,168,210,1,168,210,1170,111,False,168.0,210.0,,
_adembilican_,518,398,1,518,398,1451,800,False,518.0,398.0,,
believethehype,842,4460,1,842,4460,2450,1678,False,842.0,4460.0,,
ladycryptogem,1486,550,1,1486,550,376566,31698,False,1486.0,550.0,,
elsalvadorcom,801,1973,3,309,649,885498,1910,True,267.0,657.6666666666666,,
durowhale,639,568,2,364,315,3726,0,False,319.5,284.0,,
AltcoinSherpa,538,4129,2,342,2790,173557,652,False,269.0,2064.5,,
CJ_Johnson17th,378,3145,2,159,1418,215356,856,False,189.0,1572.5,,
Fatoshibsc,868,917,1,868,917,6513,76,False,868.0,917.0,,
TIME,434,1637,2,224,1231,18944445,519,True,217.0,818.5,,
DaCryptoEye,620,508,1,620,508,15331,8,False,620.0,508.0,,
BullsForProfit,645,764,1,645,764,19339,0,False,645.0,764.0,,
purugyl,394,1435,1,394,1435,2773,980,False,394.0,1435.0,,
punk6529,345,5117,2,181,1717,331706,2495,False,172.5,2558.5,,
LightRider5,810,4755,2,598,3059,2658,276,False,405.0,2377.5,,
timevalueofbtc,909,4466,3,347,1214,41244,57,False,303.0,1488.6666666666667,,
mghughism,264,238,1,264,238,720,774,False,264.0,238.0,,
Crypto__emily,667,972,1,667,972,53854,376,False,667.0,972.0,,
stevedabitcoin,10480,21842,2,424,3482,501975,160,False,5240.0,10921.0,,
relai_app,961,7221,1,961,7221,11788,2522,False,961.0,7221.0,,
Annabellatrade,732,632,1,732,632,7874,160,False,732.0,632.0,,
Ms_Logical,132,141,1,132,141,69044,66849,False,132.0,141.0,,
AlexLary1,148,1735,1,148,1735,1258,1483,False,148.0,1735.0,,
hclav,285,547,1,285,547,6636,5646,False,285.0,547.0,,
DWhitmanBTC,3024,12623,4,2157,8405,6389,3987,False,756.0,3155.75,,
CashBro_303,1150,310,1,1150,310,265212,266,False,1150.0,310.0,,
BleepinComputer,140,328,1,140,328,137201,105,True,140.0,328.0,,
ultrasoundmoney,189,1132,1,189,1132,25236,4721,False,189.0,1132.0,,
Poisonbox91,1013,1533,1,1013,1533,3175,656,False,1013.0,1533.0,,
thelevelupexp,827,5759,4,164,1409,4222,4982,False,206.75,1439.75,,
Love_my_ripples,393,1664,1,393,1664,2609,2215,False,393.0,1664.0,,
tan_twtt,1888,1683,3,665,558,34944,813,False,629.3333333333334,561.0,,
kris,293,1706,1,293,1706,159122,7647,True,293.0,1706.0,,
shibainu_kanko_,140,143,1,140,143,525,483,False,140.0,143.0,,
Shib_Guy,1675,5451,3,774,2500,27960,468,False,558.3333333333334,1817.0,,
TiarCrypto,6120,1712,1,6120,1712,275657,316,False,6120.0,1712.0,,
Elysianers,406,1237,1,406,1237,27887,72,False,406.0,1237.0,,
CryptoPicsou,1993,766,2,1094,375,115982,870,False,996.5,383.0,,
ifyouneedmeida1,1282,943,2,490,547,59329,59,False,641.0,471.5,,
dojotr00,1343,1584,1,1343,1584,3507,83,False,1343.0,1584.0,,
ElonMansur,503,1705,2,280,974,84771,515,False,251.5,852.5,,
NfTsweetheart,606,678,2,250,292,18622,786,False,303.0,339.0,,
CryptoAnup,787,3772,1,787,3772,21094,214,False,787.0,3772.0,,
hootan_saeidi,498,2685,1,498,2685,176,457,False,498.0,2685.0,,
Mand01Off,1040,1372,1,1040,1372,5425,450,False,1040.0,1372.0,,
MiningTk,1479,1521,1,1479,1521,62963,157,False,1479.0,1521.0,,
HannaButler_,5201,5677,7,722,770,205002,1504,False,743.0,811.0,SP,ISTP
smashcashio,655,793,1,655,793,19307,2994,False,655.0,793.0,,
CaCapital_,155,259,1,155,259,20296,252,False,155.0,259.0,,
enginyalcink,1161,1302,1,1161,1302,3171,228,False,1161.0,1302.0,,
shiepromotes,1463,1370,2,856,776,136482,597,False,731.5,685.0,,
NFTMasterclass,661,740,1,661,740,13452,293,False,661.0,740.0,,
Keremcrypto,1127,1330,1,1127,1330,22884,1850,False,1127.0,1330.0,,
MarketRebels,1277,4844,2,654,2115,244272,313,True,638.5,2422.0,,
9GAG,468,3327,1,468,3327,16848650,12,True,468.0,3327.0,,
ariffSomad,306,669,1,306,669,201,634,False,306.0,669.0,,
NavalismHQ,1461,8051,3,808,3883,186034,1,False,487.0,2683.6666666666665,,
General_Oluchi,323,1208,1,323,1208,39745,10144,False,323.0,1208.0,,
NFAliens,893,783,1,893,783,5420,9,False,893.0,783.0,,
EricOfRivia,188,1358,1,188,1358,260,71,False,188.0,1358.0,,
BitcoinEkasi,174,1266,1,174,1266,3348,187,False,174.0,1266.0,,
BusinessFamous,204,1162,1,204,1162,44886,762,False,204.0,1162.0,,
SouthPark,611,4370,1,611,4370,3134010,248,True,611.0,4370.0,,
BabyGhosts_NFT,1283,1503,2,361,419,13244,773,False,641.5,751.5,,
Cryptoinvest__,2628,1988,2,1404,1456,16899,549,False,1314.0,994.0,,
Strike,862,6488,4,153,1437,110901,4,False,215.5,1622.0,,
Heatinblack,279,1273,1,279,1273,7726,4541,False,279.0,1273.0,,
vincent13031925,318,2565,1,318,2565,175447,490,False,318.0,2565.0,,
OtunbaCoff,853,1808,1,853,1808,12120,5717,False,853.0,1808.0,,
TheBriDen,238,510,1,238,510,68856,1091,False,238.0,510.0,,
SakshamSolank19,428,3716,1,428,3716,620,1054,False,428.0,3716.0,,
Drwhales_,147,185,1,147,185,13608,9213,False,147.0,185.0,,
KanutoTakumi,373,1451,1,373,1451,2100,614,False,373.0,1451.0,,
RAMIROMARRA,272,2941,1,272,2941,114181,649,True,272.0,2941.0,,
mercadosyaccion,320,432,1,320,432,72617,54,False,320.0,432.0,,
BscPitbull,1919,5588,2,955,2521,157251,172,True,959.5,2794.0,,
lemonapp_ar,1254,775,2,611,323,54307,201,True,627.0,387.5,,
EhlenoCrypto,1613,480,1,1613,480,650175,264,False,1613.0,480.0,,
CryptoBoostMe,1497,812,1,1497,812,328143,255,False,1497.0,812.0,,
furrincrypto,1521,391,1,1521,391,317345,512,False,1521.0,391.0,,
crypto2000news,330,410,3,138,167,1080,1149,False,110.0,136.66666666666666,,
ApeKidsClub,317,1012,1,317,1012,127864,2512,False,317.0,1012.0,,
elsultanbitcoin,413,3497,2,215,1914,8930,675,False,206.5,1748.5,,
pablowasserman,585,2287,2,427,1952,7632,7,False,292.5,1143.5,,
bull_bnb,7858,8648,4,1522,1551,336135,506,False,1964.5,2162.0,,
UTXOmgmt,225,937,1,225,937,3221,38,False,225.0,937.0,,
TheBirbNest,1139,5049,2,650,836,71956,376,False,569.5,2524.5,,
JesusCryptoHoDL,871,465,1,871,465,3963,226,False,871.0,465.0,,
GAContest_,659,182,1,659,182,349396,155,False,659.0,182.0,,
satstackerMY,194,223,1,194,223,1479,921,False,194.0,223.0,,
cryptoandee,2757,2721,4,551,548,137575,14785,False,689.25,680.25,,
Ben_000777,1278,2962,1,1278,2962,14600,135,False,1278.0,2962.0,,
NastyShib,1510,4896,3,451,1677,30144,1362,False,503.3333333333333,1632.0,,
Bitbro10,8627,3184,3,2211,712,566132,614,False,2875.6666666666665,1061.3333333333333,,
givp,308,929,1,308,929,6944,1207,False,308.0,929.0,,
BloombergLive,490,1477,2,170,662,39520,3137,True,245.0,738.5,,
izzyb0i,991,768,1,991,768,167320,376,False,991.0,768.0,,
NathanHeadPhoto,199,1574,1,199,1574,102045,6189,False,199.0,1574.0,,
peterhuntcrypto,684,717,1,684,717,151638,10469,False,684.0,717.0,,
CarlBMenger,434,1720,2,218,711,13325,8908,False,217.0,860.0,,
MinersDefi,1406,1559,1,1406,1559,9567,63,False,1406.0,1559.0,,
Kr00ney,289,1931,1,289,1931,38370,2466,True,289.0,1931.0,,
blackbeardXBT,1216,12144,4,269,3073,112100,801,False,304.0,3036.0,,
grace_kalbo,127,125,1,127,125,47,139,False,127.0,125.0,,
patriciomolina,190,1631,1,190,1631,29778,586,False,190.0,1631.0,,
MrBeast,3067,115904,3,1494,35844,13822663,1779,True,1022.3333333333334,38634.666666666664,,
Abyzeth,283,22614,1,283,22614,2894,468,False,283.0,22614.0,,
sora_bkk,33962,5151,1,33962,5151,8376,277,False,33962.0,5151.0,,
chitaglorya__,37536,11929,1,37536,11929,292211,476,False,37536.0,11929.0,,
GT3_BTC,281,2314,1,281,2314,2715,2960,False,281.0,2314.0,,
shen_shiwei,437,2492,1,437,2492,79021,6975,True,437.0,2492.0,,
QuatreFinance,1748,2770,1,1748,2770,3325,19,False,1748.0,2770.0,,
LuckyCorgis,7051,7320,10,674,719,12239,217,False,705.1,732.0,SP,ISTP
eybonluis,336,833,1,336,833,6910,843,False,336.0,833.0,,
Craaazy_Unicorn,304,1165,1,304,1165,226,210,False,304.0,1165.0,,
aston_ed,550,342,1,550,342,110408,265,False,550.0,342.0,,
NatashaCryptoUS,752,3726,1,752,3726,17132,163,False,752.0,3726.0,,
x7_rjx,545,416,1,545,416,9805,117,False,545.0,416.0,,
SHIBrumours,727,3288,1,727,3288,47822,357,False,727.0,3288.0,,
Davidbanksz,205,704,1,205,704,112704,593,False,205.0,704.0,,
PresidenciaSV,5912,29816,24,419,2767,903172,692,True,246.33333333333334,1242.3333333333333,NT,INTJ
LiebermanAustin,314,3628,1,314,3628,34698,2110,False,314.0,3628.0,,
Suzuki_DX_,660,651,1,660,651,30651,0,False,660.0,651.0,,
lif_e_Tm,547,2888,1,547,2888,5408,5,False,547.0,2888.0,,
silverguru22,189,409,1,189,409,71514,6781,False,189.0,409.0,,
LevelUpCrypto_,1403,453,1,1403,453,14821,119,False,1403.0,453.0,,
engadget,191,1268,1,191,1268,2411394,266,True,191.0,1268.0,,
AaronRodgers12,11468,67290,1,11468,67290,4590467,558,True,11468.0,67290.0,,
JaxGallo,149,197,1,149,197,431,93,False,149.0,197.0,,
sartoshi_nft,227,1627,1,227,1627,172416,3542,False,227.0,1627.0,,
MonicaLongSF,576,2271,1,576,2271,30729,684,True,576.0,2271.0,,
federico_G_,382,693,1,382,693,13732,9384,False,382.0,693.0,,
tommyk____,169,208,2,85,108,4302,2897,False,84.5,104.0,,
cryptophile_btc,717,2599,2,512,1793,20149,268,False,358.5,1299.5,,
DrJoeReed,2640,6511,2,2122,5341,10996,170,False,1320.0,3255.5,,
inmortalcrypto,4396,32437,11,316,1266,152291,162,True,399.6363636363636,2948.818181818182,SJ,ISTJ
BusinessInsider,1572,2687,3,421,1099,3670098,415,True,524.0,895.6666666666666,,
HHorsley,369,1825,2,242,1353,19663,1552,True,184.5,912.5,,
TheBitfi,1756,1128,1,1756,1128,20695,632,False,1756.0,1128.0,,
huibmodderkolk,138,38,1,138,38,21401,976,True,138.0,38.0,,
MMWYPcom,584,279,2,246,119,3408,531,False,292.0,139.5,,
VillaFernando_,320,484,1,320,484,136475,9947,True,320.0,484.0,,
NumbersMuncher,467,2536,2,290,1333,68110,542,True,233.5,1268.0,,
Convertbond,376,804,1,376,804,87645,13293,True,376.0,804.0,,
Durad_A,405,819,1,405,819,710,679,False,405.0,819.0,,
officialTifiola,511,870,1,511,870,17638,14490,False,511.0,870.0,,
bponsot,219,387,1,219,387,6755,763,True,219.0,387.0,,
Trabzonspor,804,14780,3,245,4945,1929278,34,True,268.0,4926.666666666667,,
DustinPlantholt,179,369,1,179,369,4365,148,False,179.0,369.0,,
runtheirstops,329,1147,1,329,1147,19537,412,False,329.0,1147.0,,
timigod,151,313,1,151,313,38806,38,True,151.0,313.0,,
Al_ameen_Yabo,1071,1886,7,254,476,94239,7307,False,153.0,269.42857142857144,SP,ISTP
SwiftOnSecurity,420,2392,3,137,1159,353199,9214,False,140.0,797.3333333333334,,
Rohan_Naidu,1273,4947,1,1273,4947,2662,4999,False,1273.0,4947.0,,
Bencjacobs,136,362,1,136,362,195425,1378,True,136.0,362.0,,
SInvestments2,6670,8745,5,1209,1724,51525,8,False,1334.0,1749.0,,
MikeMcDonald89,939,2249,1,939,2249,72916,419,True,939.0,2249.0,,
EdinamKlutse,169,570,1,169,570,2363,990,False,169.0,570.0,,
teopolitik,310,1844,1,310,1844,69166,1136,False,310.0,1844.0,,
Mision_Verdad,171,109,1,171,109,96640,199,False,171.0,109.0,,
RealSnowlove,439,2420,1,439,2420,16798,6711,False,439.0,2420.0,,
CryptoMagical,386,501,1,386,501,6728,762,False,386.0,501.0,,
nixcraft,177,941,1,177,941,257055,483,False,177.0,941.0,,
Fayokunmii,296,1169,1,296,1169,164314,4656,False,296.0,1169.0,,
davecoin_DDTG,360,292,1,360,292,342,1,False,360.0,292.0,,
Crypto_Ed_NL,229,990,1,229,990,145039,119,False,229.0,990.0,,
Altcointraders_,702,783,1,702,783,50225,7,False,702.0,783.0,,
ayanda_yandiey_,128,126,1,128,126,166930,25424,False,128.0,126.0,,
Radebe_merci,405,388,3,77,74,224192,16326,False,135.0,129.33333333333334,SP,ESFP
kyosantou347,130,107,1,130,107,3439,2041,False,130.0,107.0,,
thibm_,218,556,1,218,556,5991,482,False,218.0,556.0,,
DMTLAND_,619,468,2,405,285,115361,590,True,309.5,234.0,,
Prosonomasia,789,2317,1,789,2317,105,649,False,789.0,2317.0,,
carlosbremerg,1777,12858,1,1777,12858,312265,50,True,1777.0,12858.0,,
CNNBusiness,171,467,1,171,467,1870535,953,True,171.0,467.0,,
Auta_Musa_,437,425,2,132,101,27577,9111,False,218.5,212.5,,
ClichesDeJigme,355,5547,1,355,5547,571894,401,True,355.0,5547.0,,
vicehii,210,238,1,210,238,13751,968,False,210.0,238.0,,
ComingSoon44,2714,2050,5,501,327,8651,268,False,542.8,410.0,NT,INTP
ahkyee,362,2122,2,174,875,4177,701,False,181.0,1061.0,,
frankiemacd,1550,9957,3,183,1230,148074,54317,False,516.6666666666666,3319.0,,
campuscodi,766,1425,3,307,474,96766,1304,True,255.33333333333334,475.0,,
potapac1,350,1472,1,350,1472,841,1004,False,350.0,1472.0,,
CointiplyFaucet,3354,1039,1,3354,1039,137255,15,False,3354.0,1039.0,,
quintero_btc,1191,2663,2,517,851,367,283,False,595.5,1331.5,NF,INFP
soyladeltango,320,2920,1,320,2920,34602,5884,False,320.0,2920.0,,
rogin03,906,919,2,440,435,60585,11856,False,453.0,459.5,,
shad_plug,290,1465,1,290,1465,11375,6674,False,290.0,1465.0,,
GridGamingIO,1715,1485,1,1715,1485,264326,76,False,1715.0,1485.0,,
Oly245,1417,1566,2,370,423,78219,4636,True,708.5,783.0,,
SafdarAlam,341,928,1,341,928,34012,177,False,341.0,928.0,,
lisaabramowicz1,186,590,1,186,590,260818,1480,True,186.0,590.0,,
RuneExchange,289,157,1,289,157,623,0,False,289.0,157.0,,
Slasher,1010,16796,2,527,4597,416565,12069,True,505.0,8398.0,,
bitcoininfo,295,122,1,295,122,132072,4090,False,295.0,122.0,,
EthPrime,470,106,1,470,106,93,4,False,470.0,106.0,,
TheJonnyReid,752,902,2,417,516,16939,634,False,376.0,451.0,,
kasihodl,567,643,4,133,216,919,854,False,141.75,160.75,NF,INFJ
BitcoinBankCash,1901,831,4,503,197,638,48,False,475.25,207.75,NT,INTP
realSologenic,514,225,1,514,225,174162,32,False,514.0,225.0,,
TheHackersNews,975,1551,2,718,1254,803124,2139,True,487.5,775.5,,
notcapnamerica,144,380,1,144,380,72506,5249,False,144.0,380.0,,
ashley20196,429,329,1,429,329,6399,4903,False,429.0,329.0,,
TheEricNorris,999,3515,1,999,3515,4330,94,False,999.0,3515.0,,
cryptofhm,589,418,1,589,418,25151,1016,False,589.0,418.0,,
Daniel_BATS99,531,456,1,531,456,19125,448,False,531.0,456.0,,
iPatricia_Btc,147,22,1,147,22,2114,203,False,147.0,22.0,,
shesek,141,458,1,141,458,3452,56,False,141.0,458.0,,
JoForLiberty,282,1881,1,282,1881,158969,316,False,282.0,1881.0,,
Campaign_Otaku,713,1030,1,713,1030,24057,1159,False,713.0,1030.0,,
Cs_Ref,509,399,1,509,399,21435,245,False,509.0,399.0,,
Bakkt,447,1898,2,279,1161,141504,10,True,223.5,949.0,,
ineedmoneyxbt,188,1177,1,188,1177,80,83,False,188.0,1177.0,,
yanisvaroufakis,149,445,1,149,445,1062719,401,True,149.0,445.0,,
Alexintosh,146,589,1,146,589,6086,4216,False,146.0,589.0,,
bitpr0,296,320,1,296,320,19045,1456,False,296.0,320.0,,
legolas282,378,149,1,378,149,186,423,False,378.0,149.0,,
USAO_LosAngeles,190,241,1,190,241,14333,1110,True,190.0,241.0,,
PatriciaSwitch,418,896,1,418,896,12448,2,True,418.0,896.0,,
Jkylebass,612,2623,1,612,2623,237636,973,True,612.0,2623.0,,
secgron,168,377,1,168,377,47074,264,False,168.0,377.0,,
Promaz02,258,85,1,258,85,357,286,False,258.0,85.0,,
DailyCaller,231,400,1,231,400,844632,7531,True,231.0,400.0,,
HuffmanForNC,222,253,1,222,253,70607,56054,True,222.0,253.0,,
vipgameio,607,526,1,607,526,27083,0,False,607.0,526.0,,
piersmorgan,241,7105,1,241,7105,7960129,2011,True,241.0,7105.0,,
_oluwatobiiiii,168,521,1,168,521,32460,15598,False,168.0,521.0,,
mikko,963,2326,2,179,683,221612,955,False,481.5,1163.0,,
theeHellGod,249,762,1,249,762,53,151,False,249.0,762.0,,
willahmed,254,1826,1,254,1826,27439,939,True,254.0,1826.0,,
MollyMcKew,206,790,1,206,790,164747,1839,True,206.0,790.0,,
DearAuntCrabby,417,3939,1,417,3939,450556,31387,False,417.0,3939.0,,
nuafriksupport,242,1422,1,242,1422,34532,2009,False,242.0,1422.0,,
CoryBooker,335,1610,1,335,1610,4942317,87673,True,335.0,1610.0,,
HackingDave,1018,3906,2,273,1347,150528,5728,True,509.0,1953.0,,
neal_katyal,1595,5682,1,1595,5682,734919,589,True,1595.0,5682.0,,
SixArmedSweater,360,855,1,360,855,2599,1244,False,360.0,855.0,,
dhershiser,150,411,1,150,411,93243,76814,False,150.0,411.0,,
NotZkto,269,1502,1,269,1502,333,292,False,269.0,1502.0,,
abickford68,537,3947,1,537,3947,223,319,False,537.0,3947.0,,
CourthouseNews,136,168,1,136,168,60828,1439,False,136.0,168.0,,
