Usuario,Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,Maior_N_Retweets,Maior_N_Likes,Seguidores,Amigos,Verificado,RN,LN,MACRO,Personalidade
fw_slick,8448,7006,9,1132,773,47195,28,False,938.6666666666666,778.4444444444445,NF,INFP
ClaudiaAmbition,123,374,1,123,374,5179,3272,False,123.0,374.0,,
maazi_ogbonnaya,472,1116,1,472,1116,40290,1185,False,472.0,1116.0,,
CryptoPunch5,1269,1471,3,367,536,24015,32,False,423.0,490.3333333333333,,
BabyBITC_bsc,605,587,1,605,587,6046,108,False,605.0,587.0,,
teen_executive,430,6706,1,430,6706,31418,61,False,430.0,6706.0,,
BTC_LN,159,624,1,159,624,19747,10134,False,159.0,624.0,,
TequilaPartyBsc,655,551,1,655,551,910,134,False,655.0,551.0,,
enezozenreal,270,1712,1,270,1712,676518,796,False,270.0,1712.0,,
hodlcryptoguys,10101,6202,3,5531,3623,30974,504,False,3367.0,2067.3333333333335,,
Arinzeudeh5,350,1089,1,350,1089,4520,3688,False,350.0,1089.0,,
DefiSportsCoin,864,854,1,864,854,24426,163,False,864.0,854.0,,
koryodynasty,600,2400,1,600,2400,28878,988,True,600.0,2400.0,,
Luna_Finance,716,685,1,716,685,1111,52,False,716.0,685.0,,
BLACKAdidanca,334,1884,1,334,1884,6884,819,True,334.0,1884.0,,
AAXExchange,20862,11244,9,4697,3375,134038,496,False,2318.0,1249.3333333333333,NF,INFJ
kjalee,324,1150,1,324,1150,12015,2056,True,324.0,1150.0,,
PsyJayCrypto,3942,1727,2,2927,1367,338902,173,False,1971.0,863.5,,
METAPLAYio,2076,1221,1,2076,1221,73647,16,False,2076.0,1221.0,,
MyCrypto,247,1866,1,247,1866,45170,5511,True,247.0,1866.0,,
TheRealKeean,184,415,1,184,415,130689,1726,True,184.0,415.0,,
chisaidoge,980,625,1,980,625,6381,9,False,980.0,625.0,,
TheGuySwann,534,2102,2,177,839,54925,2420,False,267.0,1051.0,,
DefiApes,3929,3884,1,3929,3884,7223,988,False,3929.0,3884.0,,
penguinpromotes,557,504,1,557,504,104006,179,False,557.0,504.0,,
SebGouspillou,294,526,1,294,526,13043,1101,False,294.0,526.0,,
isabelleboemeke,358,3147,1,358,3147,30840,785,True,358.0,3147.0,,
CryptoKaleo,6447,47005,14,1069,2397,478494,861,False,460.5,3357.5,NF,INFJ
dubyabee17,222,2149,1,222,2149,921,3907,False,222.0,2149.0,,
thealexgalaxy,595,4902,1,595,4902,3280,2208,False,595.0,4902.0,,
hardmoneymag,164,2047,1,164,2047,28590,179,False,164.0,2047.0,,
ARKInvest,1522,7078,4,327,1212,690058,639,True,380.5,1769.5,,
KenKingCastle1,489,547,1,489,547,52154,375,False,489.0,547.0,,
Casimiro,788,15263,1,788,15263,2560502,2045,True,788.0,15263.0,,
BTC_urakawa,843,3756,3,294,1000,3206,36,False,281.0,1252.0,,
Cenismo,1080,11636,1,1080,11636,592,951,False,1080.0,11636.0,,
G_dogetoken,782,412,1,782,412,574,33,False,782.0,412.0,,
Noah_HQ,1424,1376,1,1424,1376,6049,891,False,1424.0,1376.0,,
FTX_Official,1062,9971,3,359,3026,623306,750,True,354.0,3323.6666666666665,,
ProTheDoge,1140,7777,4,229,2412,220036,53,True,285.0,1944.25,,
DelRayMan,332,791,1,332,791,22315,2481,True,332.0,791.0,,
emreaydin,332,6831,1,332,6831,3179422,640,True,332.0,6831.0,,
NateAlexNFT,330,4029,1,330,4029,154654,2321,False,330.0,4029.0,,
DeepikaBhardwaj,1463,2966,1,1463,2966,103180,2741,False,1463.0,2966.0,,
CompBrosCrypto,2814,2029,3,482,283,234564,319,False,938.0,676.3333333333334,,
CryptoBoltx,9531,8944,10,683,700,148269,141,False,953.1,894.4,NF,ENFP
MasonTHFC_,199,1873,1,199,1873,1207,1347,False,199.0,1873.0,,
MASTERBTCLTC,193,1167,1,193,1167,37344,103,False,193.0,1167.0,,
SpursyDave,245,3097,1,245,3097,2530,1859,False,245.0,3097.0,,
natbrunell,5898,65533,12,197,3969,206532,3799,True,491.5,5461.083333333333,NF,ENFJ
ErinEMalone,617,2965,1,617,2965,7440,1356,False,617.0,2965.0,,
DailyAFC,1838,16221,1,1838,16221,47779,362,False,1838.0,16221.0,,
RolandStautz,271,2720,1,271,2720,8768,885,False,271.0,2720.0,,
DailyCryptoGems,722,677,1,722,677,57053,37,False,722.0,677.0,,
CryptoGamer4591,1143,547,2,420,333,46073,0,False,571.5,273.5,,
coinsniper_net,591,772,1,591,772,59643,46,False,591.0,772.0,,
MikeTyson,3172,26209,1,3172,26209,5799242,412,True,3172.0,26209.0,,
esec76,245,669,1,245,669,8244,1625,False,245.0,669.0,,
leehoole99,525,1766,1,525,1766,22011,4808,False,525.0,1766.0,,
BitcoinFear,6969,49622,16,199,1450,565422,13,False,435.5625,3101.375,NF,INFP
RealBishopKP,114,208,1,114,208,17226,11014,False,114.0,208.0,,
_Checkmatey_,921,5997,4,236,1552,62783,804,False,230.25,1499.25,,
coinscopecrypto,1040,989,1,1040,989,15430,33,False,1040.0,989.0,,
ScottMinerd,236,2108,1,236,2108,131145,269,True,236.0,2108.0,,
MyDogeAccount,293,1041,1,293,1041,2462,179,False,293.0,1041.0,,
maskthedegen,2384,929,2,1933,827,8432,1064,False,1192.0,464.5,,
bitgertbrise,7703,3370,1,7703,3370,118479,2,True,7703.0,3370.0,,
btc_break,364,916,1,364,916,11490,0,False,364.0,916.0,,
MayorConger,3255,21721,7,221,1648,13348,2380,True,465.0,3103.0,NF,INFP
santimentfeed,543,2089,2,230,886,135801,168,False,271.5,1044.5,,
ThiagoResiste,268,1369,1,268,1369,55114,847,False,268.0,1369.0,,
manotelli,551,3692,1,551,3692,47478,635,False,551.0,3692.0,,
Jihoz_Axie,1280,4333,1,1280,4333,559688,7561,True,1280.0,4333.0,,
Stupid_Eco,330,688,1,330,688,12777,267,False,330.0,688.0,,
BitcoinAssn,368,485,3,116,167,13541,255,False,122.66666666666667,161.66666666666666,,
H2xV7,7257,7158,13,446,278,2348,26,False,558.2307692307693,550.6153846153846,NT,INTJ
nice_mustard,130,870,1,130,870,39960,1016,False,130.0,870.0,,
FlareNetworks,497,1846,2,293,1029,207209,588,True,248.5,923.0,,
JaviSiman,4941,26373,12,513,2521,143766,353,False,411.75,2197.75,NF,ENFP
EugenioChicas,212,1066,1,212,1066,36691,274,False,212.0,1066.0,,
dippy_eth,1821,1868,2,1095,1113,28996,385,False,910.5,934.0,,
kriptosezerbtc,976,1352,1,976,1352,3249,29,False,976.0,1352.0,,
Airdrop_Exp,7367,7151,8,854,811,173230,67,False,920.875,893.875,NF,INFJ
tedcruz,1999,12946,3,621,3626,4833710,5377,True,666.3333333333334,4315.333333333333,,
Nyuuutokun1,568,194,1,568,194,39754,453,False,568.0,194.0,,
CryptoStuds,1545,1794,5,287,347,3750,208,False,309.0,358.8,NF,ENFP
ibepacheco,902,948,1,902,948,2091228,1883,True,902.0,948.0,,
paulg,1541,16292,2,1037,11743,1482337,681,True,770.5,8146.0,,
RicardoBSalinas,3811,27114,8,440,3738,1011542,413,True,476.375,3389.25,NF,ENFP
JasonPLowery,8610,36985,7,377,2579,74058,153,False,1230.0,5283.571428571428,NF,INFP
PostyXBT,704,3335,1,704,3335,78016,443,True,704.0,3335.0,,
gametheorizing,173,1735,1,173,1735,39584,440,False,173.0,1735.0,,
JoonasCrypto,204,155,1,204,155,1604,676,False,204.0,155.0,,
cryptoprakhar,1244,547,1,1244,547,3610,1287,False,1244.0,547.0,,
easyeight08,891,7910,2,397,3634,124947,23,False,445.5,3955.0,,
LolliDeals,200,314,1,200,314,3044,1,False,200.0,314.0,,
XRP_Moonshots,6151,7240,4,1785,2118,23540,996,False,1537.75,1810.0,,
Finn_BTC,45590,34524,58,464,378,10523,2726,False,786.0344827586207,595.2413793103449,NF,INFJ
Spizaetus_T,280,579,1,280,579,1189,413,False,280.0,579.0,,
KichiCoin,4384,2182,3,2231,1287,7383,93,False,1461.3333333333333,727.3333333333334,,
devanwonders,1552,1200,1,1552,1200,13314,678,False,1552.0,1200.0,,
RewardHunters,2138,801,2,1060,445,30390,374,False,1069.0,400.5,,
CEOAdam,10908,50852,4,397,4230,252717,2743,False,2727.0,12713.0,,
sunnydecree,1297,4921,2,433,2613,53614,713,False,648.5,2460.5,,
siamblockchain,977,487,2,512,213,86859,171,False,488.5,243.5,,
roguesocietynft,19514,23207,10,1162,1383,39449,12,False,1951.4,2320.7,NF,INFP
sonalibasak,161,1277,1,161,1277,25820,4246,True,161.0,1277.0,,
Pelicans_tech,396,1656,1,396,1656,1237,3053,False,396.0,1656.0,,
boxmining,411,3066,1,411,3066,160533,3284,False,411.0,3066.0,,
malcomgomez,620,3067,1,620,3067,170623,1143,False,620.0,3067.0,,
Genius_Crypto_,19954,9267,8,4579,2028,108580,3460,False,2494.25,1158.375,NF,INFJ
pontejornalismo,201,1036,1,201,1036,101921,689,True,201.0,1036.0,,
ChaseHughesNBCS,211,1539,1,211,1539,20196,3146,True,211.0,1539.0,,
Kceoda,1535,465,1,1535,465,54759,914,False,1535.0,465.0,,
TheBlueMatt,277,2261,1,277,2261,63404,219,False,277.0,2261.0,,
BTCGandalf,571,4594,3,192,1811,29134,4404,False,190.33333333333334,1531.3333333333333,,
The_O_Show_,304,3090,1,304,3090,5222,29,False,304.0,3090.0,,
ShortTheVix1,162,876,1,162,876,28377,296,False,162.0,876.0,,
DeTocqueville14,197,735,1,197,735,12483,3993,False,197.0,735.0,,
pourteaux,414,2727,2,275,1796,6912,2263,False,207.0,1363.5,,
ryanpham92,377,364,1,377,364,4637,639,False,377.0,364.0,,
gegelsmr2,1192,5768,4,334,1291,6051,2307,False,298.0,1442.0,,
ronnie_184,16291,13329,22,775,622,18257,410,False,740.5,605.8636363636364,NF,ENFP
OfflineExchange,3818,1789,2,685,309,36529,124,False,1909.0,894.5,,
NikolayShkilev,4728,2199,3,1074,456,30896,211,False,1576.0,733.0,,
ThunderProtocol,10071,6436,1,10071,6436,189941,408,False,10071.0,6436.0,,
komochi4xamo,908,1087,1,908,1087,79767,543,False,908.0,1087.0,,
LegitCryptAlert,2061,1517,2,624,457,12548,18,False,1030.5,758.5,,
DanielleFong,375,1099,1,375,1099,24657,7802,False,375.0,1099.0,,
marcfriedrich7,419,2511,1,419,2511,49561,383,False,419.0,2511.0,,
Pjbass1610,66,76,1,66,76,4885,4946,False,66.0,76.0,,
wallstmemes,3168,17632,2,218,3117,123709,451,False,1584.0,8816.0,,
DeFi_of_BSC,4775,4063,9,510,409,7459,1927,False,530.5555555555555,451.44444444444446,NF,INFJ
TheCryptoDog,3024,31162,11,213,3049,742239,4545,False,274.90909090909093,2832.909090909091,NF,INFJ
baumplanning,333,1458,1,333,1458,27835,52,False,333.0,1458.0,,
ladyincrypto,3395,1651,2,2784,1345,374032,775,False,1697.5,825.5,,
SatoshiRipper,1691,1650,2,700,674,29374,412,False,845.5,825.0,,
AltcoinGordon,3088,45420,7,443,9444,421622,807,False,441.14285714285717,6488.571428571428,NF,INFP
allenf32,744,3502,3,146,815,27585,420,False,248.0,1167.3333333333333,,
Cooopahtroopa,167,1699,1,167,1699,157260,2499,True,167.0,1699.0,,
sassal0x,152,992,1,152,992,193958,973,False,152.0,992.0,,
ayewakencrypto,4013,2561,3,785,452,4162,44,False,1337.6666666666667,853.6666666666666,,
ThePsychoBot,594,5367,1,594,5367,113170,1,False,594.0,5367.0,,
DavidFBailey,208,1342,1,208,1342,10483,175,False,208.0,1342.0,,
SenToomey,263,2603,1,263,2603,191806,1025,True,263.0,2603.0,,
ShireHODL,240,3410,1,240,3410,5053,2757,False,240.0,3410.0,,
camgeary,3418,3371,3,433,425,27107,323,False,1139.3333333333333,1123.6666666666667,,
Korsogyimi,114,627,1,114,627,157297,3697,False,114.0,627.0,,
SlushFinance,4424,2748,4,2128,840,4398,30,False,1106.0,687.0,,
JohnWRichKid,606,8166,2,277,4652,36519,716,False,303.0,4083.0,,
alexbosworth,520,6800,2,315,4903,48018,252,False,260.0,3400.0,,
crypto_twilight,1199,1154,1,1199,1154,5390,362,False,1199.0,1154.0,,
davidlin_TV,241,1071,1,241,1071,18568,647,True,241.0,1071.0,,
GemSantosCrypto,445,454,1,445,454,4878,325,False,445.0,454.0,,
OriginsReturnSC,899,673,1,899,673,652,14,False,899.0,673.0,,
KarlSmithCFA,236,2450,1,236,2450,17547,95,False,236.0,2450.0,,
delhichatter,205,1366,1,205,1366,91336,310,False,205.0,1366.0,,
Crypto_QueenBit,969,436,1,969,436,44040,913,False,969.0,436.0,,
fxoldman0321,5941,4455,5,897,645,21300,78,False,1188.2,891.0,,
JoseValdezSV,1815,8851,6,632,1974,71090,4193,False,302.5,1475.1666666666667,SP,ISTP
Astrones2,594,4771,1,594,4771,184233,111,False,594.0,4771.0,,
cryptofunksNFT1,1856,1922,1,1856,1922,10314,241,False,1856.0,1922.0,,
Perry_satoshi,1241,434,1,1241,434,12016,136,False,1241.0,434.0,,
TechDev_52,43678,251161,78,688,2840,389856,267,False,559.974358974359,3220.0128205128203,NF,ENFP
DogecoinCuban,343,2100,1,343,2100,7927,4237,False,343.0,2100.0,,
adrian__chamber,6171,5811,10,773,729,371345,4851,False,617.1,581.1,NF,INFJ
TurkElit,1789,2376,1,1789,2376,346347,286,False,1789.0,2376.0,,
hrtlndbitcoin,387,2598,1,387,2598,1503,1152,False,387.0,2598.0,,
GilbertoEsc_,625,2994,2,388,1803,10033,1333,False,312.5,1497.0,,
Pentosh1,4248,41516,12,641,5861,537662,705,False,354.0,3459.6666666666665,NF,INFP
adriha14,630,1793,2,417,1063,247,380,False,315.0,896.5,,
eToro,408,1481,1,408,1481,328767,225,True,408.0,1481.0,,
bloodgoodBTC,422,2378,1,422,2378,234195,297,False,422.0,2378.0,,
pasindubro,1967,1124,3,668,603,44867,1134,False,655.6666666666666,374.6666666666667,,
miguelmazzinni,354,1784,1,354,1784,5260,4349,False,354.0,1784.0,,
RTRcrypto,1432,2942,3,609,1103,26402,487,False,477.3333333333333,980.6666666666666,,
AshNFT__,2655,1071,4,508,191,179480,346,False,663.75,267.75,,
BoredElonMusk,225,3381,1,225,3381,1749992,6624,False,225.0,3381.0,,
Conexion_BTC,449,856,2,240,360,4538,311,False,224.5,428.0,,
GraffitiRadical,195,974,1,195,974,26202,948,False,195.0,974.0,,
AarikaRhodes,894,7432,3,497,4359,30205,3723,True,298.0,2477.3333333333335,NT,INTJ
bitharington,1701,9727,5,436,1907,15648,602,False,340.2,1945.4,NF,ENFP
LovecoinProject,16643,18433,5,2033,2279,143416,236,False,3328.6,3686.6,NF,INFP
qntcap,402,516,1,402,516,776,403,False,402.0,516.0,,
LiquoroseAfije_,566,2839,2,245,1418,119422,53,False,283.0,1419.5,,
mxgxw_gamma,2356,9585,8,481,2367,24413,925,False,294.5,1198.125,NF,ENFP
thebearablebull,1067,3802,1,1067,3802,217491,1625,False,1067.0,3802.0,,
CoinSwitchKuber,11610,14890,4,443,844,96124,13,True,2902.5,3722.5,,
zenithchain_co,6094,9112,1,6094,9112,70795,107,False,6094.0,9112.0,,
PlentyDeFi,186,444,1,186,444,8519,52,False,186.0,444.0,,
alamin_ys,1177,1359,10,92,115,8439,5904,False,117.7,135.9,NF,INFJ
beaniemaxi,636,5892,3,298,3255,185014,1854,False,212.0,1964.0,,
yungbayker,363,1860,1,363,1860,241,243,False,363.0,1860.0,,
hmsnofun,225,879,1,225,879,13308,765,False,225.0,879.0,,
f_schaeffler,195,1909,1,195,1909,24204,5659,True,195.0,1909.0,,
ForeignPolicy,303,629,1,303,629,1206506,1001,True,303.0,629.0,,
flrfinance,289,882,1,289,882,105643,71,False,289.0,882.0,,
LilNasX,1651,19495,1,1651,19495,7636269,733,True,1651.0,19495.0,,
finance_hipster,212,774,1,212,774,29173,518,False,212.0,774.0,,
ShudanXie,1431,698,1,1431,698,2056,38,False,1431.0,698.0,,
bit2me,416,1526,1,416,1526,106075,1289,False,416.0,1526.0,,
xrp334,330,1851,1,330,1851,16080,999,False,330.0,1851.0,,
cougarswap,1160,525,2,570,273,16112,64,False,580.0,262.5,,
awrigh01,212,944,1,212,944,38804,1311,False,212.0,944.0,,
XRP_OWL,230,2772,1,230,2772,82075,1695,False,230.0,2772.0,,
GMT_Token,6940,15314,1,6940,15314,117913,292,False,6940.0,15314.0,,
WOLEXZ_TRICKz,1581,2060,15,96,120,1338,652,False,105.4,137.33333333333334,NT,INTJ
dw_espanol,2292,4508,6,327,671,1201018,154,True,382.0,751.3333333333334,SP,ISTP
VozdeAmerica,481,542,1,481,542,273036,1105,True,481.0,542.0,,
prensagrafica,2863,7068,9,443,1318,955077,11636,True,318.1111111111111,785.3333333333334,SP,ISTP
Jacobogg,221,500,1,221,500,20376,2536,True,221.0,500.0,,
waraujo64,3235,17202,9,774,2138,286249,66677,False,359.44444444444446,1911.3333333333333,NT,INTP
pdahlberg,141,1014,1,141,1014,222,806,False,141.0,1014.0,,
metzimartel,245,630,1,245,630,1894,1818,False,245.0,630.0,,
MarketMoveAI,1599,1575,1,1599,1575,20851,76,False,1599.0,1575.0,,
King_Sibeko_,120,207,1,120,207,1121,583,False,120.0,207.0,,
Financialjuice1,586,4497,2,214,2454,145137,51,False,293.0,2248.5,,
altugisler,3522,4352,1,3522,4352,112857,606,True,3522.0,4352.0,,
CTrade_official,663,232,1,663,232,23197,61,False,663.0,232.0,,
TrueAnonPod,156,2394,1,156,2394,126800,5,False,156.0,2394.0,,
Immortalznft,834,808,1,834,808,33541,118,False,834.0,808.0,,
paxful,254,1345,1,254,1345,117581,202,True,254.0,1345.0,,
ParamiProtocol,3770,4307,1,3770,4307,86389,110,False,3770.0,4307.0,,
Jaiyejejeomo,1466,5474,1,1466,5474,11157,2697,False,1466.0,5474.0,,
Steam_Exchange,28557,25621,11,2401,2237,20350,34,False,2596.090909090909,2329.181818181818,NF,INFJ
ElPolitologoSv,155,348,1,155,348,13915,3767,False,155.0,348.0,,
giftedhandsGHD,825,522,1,825,522,125663,329,False,825.0,522.0,,
AbdulkerimSma,508,1069,1,508,1069,2889,2827,False,508.0,1069.0,,
BitcoMineToken,12089,6880,6,3314,2230,15536,0,False,2014.8333333333333,1146.6666666666667,NF,INFP
wiz,326,2759,1,326,2759,25391,3424,True,326.0,2759.0,,
CaptainsCryptos,1100,940,1,1100,940,106240,443,False,1100.0,940.0,,
cryptomusclejoe,1566,300,1,1566,300,49327,2138,False,1566.0,300.0,,
MrGrandpaDoge,1165,223,1,1165,223,8801,25,False,1165.0,223.0,,
peterktodd,226,1040,1,226,1040,148797,652,False,226.0,1040.0,,
el_timoke,477,3058,1,477,3058,778,617,False,477.0,3058.0,,
KayahanKaraman,6488,8032,3,2806,3621,30457,53,False,2162.6666666666665,2677.3333333333335,,
rsg,266,3092,1,266,3092,72894,2102,False,266.0,3092.0,,
Alin_George88,1346,1560,2,680,761,3588,35,False,673.0,780.0,,
unatalandie,195,814,1,195,814,2182,368,False,195.0,814.0,,
ElSalvadorBTC_,213,3047,1,213,3047,10298,21,False,213.0,3047.0,,
joseantonetti,982,1959,1,982,1959,79166,1096,False,982.0,1959.0,,
bsc_trader,571,643,1,571,643,37912,152,False,571.0,643.0,,
AmmousMD,466,4172,2,263,2335,3030,462,False,233.0,2086.0,,
mommajessiec,455,3222,1,455,3222,59135,6314,False,455.0,3222.0,,
GravelInstitute,3668,25543,2,1225,10426,379036,1640,True,1834.0,12771.5,,
MarcFalzon,935,3210,4,160,811,11110,284,False,233.75,802.5,,
WendyRogersAZ,254,1143,1,254,1143,295586,6911,True,254.0,1143.0,,
QuitoArmado,884,2605,1,884,2605,6191,4021,False,884.0,2605.0,,
BTCSkye,1309,1147,2,664,583,2938,512,False,654.5,573.5,,
clinaliciaare,197,951,1,197,951,26303,7169,False,197.0,951.0,,
Nebraskangooner,713,5876,2,345,2883,250266,77,False,356.5,2938.0,,
Inconforme75,361,659,1,361,659,22490,3130,False,361.0,659.0,,
MrTimothyAllen,371,2961,1,371,2961,8171,615,True,371.0,2961.0,,
crypto_bearr,4193,1204,3,567,188,208402,221,False,1397.6666666666667,401.3333333333333,,
SebSats,983,3830,2,468,3361,4617,4015,False,491.5,1915.0,,
tmcel,247,2493,1,247,2493,1966,684,False,247.0,2493.0,,
Corinthians,2448,16654,3,294,2590,6937829,113,True,816.0,5551.333333333333,,
listocomics,240,858,1,240,858,24882,920,False,240.0,858.0,,
CarlosM25928655,216,1810,1,216,1810,276,500,False,216.0,1810.0,,
esmesol12,423,856,1,423,856,1233,2312,False,423.0,856.0,,
BitcoinCarl_,896,8838,3,196,1622,8621,4752,False,298.6666666666667,2946.0,,
SamuelCryptoV,684,583,1,684,583,3979,519,False,684.0,583.0,,
SMiTHiE___,2961,8184,2,130,832,354623,6945,False,1480.5,4092.0,,
djsbu,856,5975,2,631,4157,1064856,13517,True,428.0,2987.5,,
Jairomartinez87,345,819,1,345,819,2952,4207,False,345.0,819.0,,
ComunicacionSV,505,2725,2,254,1677,373872,466,True,252.5,1362.5,,
BarachelElihus,601,1626,2,332,768,17656,11060,False,300.5,813.0,,
Baykus2022,4387,4641,3,1894,1818,102387,173,False,1462.3333333333333,1547.0,,
SantaT3chL4w,206,421,1,206,421,2144,1485,False,206.0,421.0,,
gfrias,729,1670,2,399,942,222490,7705,True,364.5,835.0,,
LaRodriguezCJ,558,2060,2,228,940,14955,2203,False,279.0,1030.0,,
ClaudiaOrtizSV,335,1457,1,335,1457,29070,2011,True,335.0,1457.0,,
yosoyCortez1,553,1792,1,553,1792,7431,6241,False,553.0,1792.0,,
joseantoniokast,726,3376,1,726,3376,582061,81936,True,726.0,3376.0,,
thamireshauch,246,873,1,246,873,39490,27,False,246.0,873.0,,
momochan_BTC,2175,6807,1,2175,6807,8428,1001,False,2175.0,6807.0,,
ReyesMario25,235,1450,1,235,1450,86,30,False,235.0,1450.0,,
JohnnyWSol,267,1244,1,267,1244,44117,812,True,267.0,1244.0,,
AlfaroDev,183,414,1,183,414,678,4992,False,183.0,414.0,,
ElMundoSV,473,1357,1,473,1357,417816,1121,True,473.0,1357.0,,
_jonasschnelli_,976,10956,2,376,4209,50508,126,False,488.0,5478.0,,
Mejia28D,150,297,1,150,297,309,1498,False,150.0,297.0,,
bbands,318,3595,2,171,2253,220040,605,False,159.0,1797.5,,
RTultimahora,899,1887,3,302,528,384761,1,False,299.6666666666667,629.0,,
lacomunaresiste,202,450,1,202,450,2607,312,False,202.0,450.0,,
king_btc_xrp,773,623,1,773,623,30300,9,False,773.0,623.0,,
jameslavish,669,6552,2,425,4704,23093,552,False,334.5,3276.0,,
MigueVaquerano,510,1769,2,255,852,21089,8690,True,255.0,884.5,,
victorpena84,331,1150,1,331,1150,3166,899,True,331.0,1150.0,,
Leerzeit,1444,5388,4,271,1848,24710,1448,False,361.0,1347.0,,
OscarMachon,387,927,2,190,445,16393,2679,False,193.5,463.5,,
aproko_doctor,429,3839,1,429,3839,1570013,9802,False,429.0,3839.0,,
JuanCallesMAS,225,746,1,225,746,31675,623,False,225.0,746.0,,
thecuriousdan2,3465,386,2,237,98,7748,171,False,1732.5,193.0,,
ReinyPonce,396,948,1,396,948,216,663,False,396.0,948.0,,
DaddyskinsCSGO,612,462,1,612,462,126329,3,False,612.0,462.0,,
Bart_Mol,594,3855,1,594,3855,6452,594,False,594.0,3855.0,,
aleanndra,143,812,1,143,812,492,233,False,143.0,812.0,,
gregisenberg,1098,4542,1,1098,4542,252634,781,True,1098.0,4542.0,,
sophiamzaller,1197,7435,2,1004,6572,7590,1307,False,598.5,3717.5,,
LuisFe_Val,316,1426,1,316,1426,199,1476,False,316.0,1426.0,,
metamantra,33851,30703,1,33851,30703,498617,1242,False,33851.0,30703.0,,
elmundoes,214,424,1,214,424,4227529,1392,True,214.0,424.0,,
digicel_sv,266,1599,1,266,1599,34027,7579,False,266.0,1599.0,,
Somosngeles1,236,601,1,236,601,756,820,False,236.0,601.0,,
fernandoacastr1,186,493,1,186,493,4694,4392,False,186.0,493.0,,
TigoElSalvador,207,1301,1,207,1301,128789,116,True,207.0,1301.0,,
iost_japan01,291,597,1,291,597,153843,92,False,291.0,597.0,,
DiarioLaGaceta,216,235,1,216,235,34456,1340,False,216.0,235.0,,
TVMenvivo,218,300,1,218,300,429,63,False,218.0,300.0,,
chivowallet,1266,9340,3,638,4056,128133,1,True,422.0,3113.3333333333335,,
kaswizofficial,76,80,1,76,80,5663,4433,False,76.0,80.0,,
MilenaMayorga,730,3701,2,376,1743,345225,2521,True,365.0,1850.5,,
Forbes_CA,1899,7457,5,669,856,37283,274,False,379.8,1491.4,NT,INTJ
JamieStuckert,177,2228,1,177,2228,25438,379,False,177.0,2228.0,,
healthy_pockets,1600,9284,4,331,1802,176036,271,False,400.0,2321.0,,
mcmillen,1513,3724,1,1513,3724,6901,800,False,1513.0,3724.0,,
BigSeanHarris,677,6361,2,292,4028,8256,1295,False,338.5,3180.5,,
BABYDBILLION,8884,4401,2,3207,1547,7294,30,False,4442.0,2200.5,,
TurboXBT,5733,1921,2,2564,1011,33118,0,False,2866.5,960.5,,
OrangePillWilly,179,536,1,179,536,1489,99,False,179.0,536.0,,
FXbitcoinETH,1418,954,3,506,341,4009,53,False,472.6666666666667,318.0,,
JColagrossiNeto,322,5736,1,322,5736,73719,4489,True,322.0,5736.0,,
NinoconBarba,775,799,1,775,799,170056,232,False,775.0,799.0,,
marketing_btc,189,1257,1,189,1257,287,849,False,189.0,1257.0,,
Cryptolyst_,618,818,1,618,818,67772,189,False,618.0,818.0,,
AlexLielacher,568,2952,1,568,2952,15046,4681,False,568.0,2952.0,,
ScottAdamsSays,212,1800,1,212,1800,688811,1685,True,212.0,1800.0,,
CronistaOscar,272,936,1,272,936,35815,2335,False,272.0,936.0,,
jswatz,374,689,1,374,689,35335,3719,True,374.0,689.0,,
CryptoMoonWolf,736,248,1,736,248,13470,68,False,736.0,248.0,,
XiranJayZhao,1982,1543,1,1982,1543,99579,1346,True,1982.0,1543.0,,
TJCobain,837,368,1,837,368,183335,3663,False,837.0,368.0,,
noey0_0,4356,992,1,4356,992,269,677,False,4356.0,992.0,,
ReneMartinezPi1,256,1185,1,256,1185,3676,163,False,256.0,1185.0,,
Bitcoin_ator,969,4280,2,152,729,4477,943,False,484.5,2140.0,,
_nnddaeng_,729,921,1,729,921,475,4707,False,729.0,921.0,,
GoldenRoots6,907,449,1,907,449,26948,31,False,907.0,449.0,,
KanoTheTruth,120,164,1,120,164,1573,1306,False,120.0,164.0,,
ZinedHodl,174,1045,1,174,1045,2877,2460,False,174.0,1045.0,,
UCA_ES,169,254,1,169,254,91697,49,False,169.0,254.0,,
TheOnion,163,1828,1,163,1828,11777371,5,True,163.0,1828.0,,
wwwerkerkcom,5857,6266,1,5857,6266,32709,1705,False,5857.0,6266.0,,
cryptokoray,1095,1342,1,1095,1342,73116,663,False,1095.0,1342.0,,
raw_avocado,202,1001,1,202,1001,3671,1048,False,202.0,1001.0,,
TrueCrypto28,687,633,1,687,633,168647,804,False,687.0,633.0,,
New100xGems,975,276,1,975,276,30300,308,False,975.0,276.0,,
tip_nz,981,3556,2,401,1537,12188,293,False,490.5,1778.0,,
cburniske,1198,13023,4,392,4027,222247,1619,True,299.5,3255.75,NF,INFP
YoadaStakepool,446,2727,1,446,2727,1784,109,False,446.0,2727.0,,
seedphrase,126,1414,1,126,1414,164425,978,True,126.0,1414.0,,
LaBonitaSV1,214,544,1,214,544,12022,2286,False,214.0,544.0,,
hectorsilva,323,829,1,323,829,14524,897,True,323.0,829.0,,
WillieVentura_,471,2781,2,242,1477,23243,5748,False,235.5,1390.5,,
Teleprensa33,185,331,1,185,331,264077,807,False,185.0,331.0,,
